module_number,module_name,description
2162202,Plenary Tutorial Engineering Mechanics II for mach,
2162235,Introduction to Multi-Body Dynamics,
2162335,Introduction to Multi-Body Dynamics (Tutorial),
2162280,Mathematical Methods in Micromechanics,
2162281,Tutorial Mathematical Methods in Micromechanics,
2162241,Mathematical methods of vibration theory,
2162242,Mathematical methods of vibration theory (Tutorial),
2162256,Computational Vehicle Dynamics,
2162296,Computational Inelasticity,
2162297,Tutorial Computational Inelasticity,
2162344,Nonlinear Continuum Mechanics,
2162345,Tutorial in Nonlinear Continuum Mechanics,
2162249,Research Seminar Continuum Mechanics,
3162010,Engineering Mechanics II (Lecture),
3162011,Engineering Mechanics II (Tutorial),
3162286,Lab course Engineering Mechanics II,
2162343,Colloquium for Mechanics,
2161224,Machine Dynamics,
2161225,Machine Dynamics (Tutorial),
2162225,Experimental Dynamics,
2162228,Experimental Dynamics (Tutorial),
2162246,Computational Dynamics,
2163113,Theory of Stability,
2163114,Theory of Stability (Tutorial),
2161206,Mathematical Methods in Dynamics,
2162220,Machine Dynamics II,
3162215,Plenary Tutorial for Engineering Mechanics II in form of seminar,
2162270,Fundamentals of Mechatronics,
2162272,Fundamentals of Mechatronics (Tutorial),
2162261,Computational Continuum Mechanics,
2162262,Tutorial Computational Continuum Mechanics,
2161203,Engineering Mechanics III,
2162234,Research Seminar in Dynamics,
2162330,Basics of Mechatronics,
2162331,Tutorial Basics of Mechatronics,
2162200,Seminar für Übungsgruppenleiter für Grundlagen der Mechatronik Seminar (S),
2162201,Seminar for Tutorial Group Leaders for Basics of Mechatronics Seminar (S),
2162259,Project ITM-KM Böhlke,
3162216,Seminar for tutors of Engineering Mechanics II,
2161270,Project (ITM),
2162273,Introduction to Engineering Mechanics I: Statics,
2162274,Introduction to Engineering Mechanics I: Statics and Strength of Materials,
2162263,Introduction to Engineering Mechanics I: Statics (Tutorial),
2162265,Introduction to Engineering Mechanics I: Statics and Strength of Materials (Tutorial),
2162230,Lab Course Computational Vehicle Dynamics,
2162284,Research Seminar in Continuum Mechanics,
2167501,Professor’s Office Hours,
2166535,Guidelines for Academic Writing (Bachelor’s and Master’s Theses),
2166526,Technical Thermodynamics and Heat Transfer II,
2166555,Tutorial Technical Thermodynamics and Heat Transfer I,
2166556,Technical Thermodynamics and Heat Transfer II (Tutorial),
2166503,Technical Thermodynamics and Heat Transfer I (Repeater),
2166538,Fundamentals of combustion II,
2166539,Übung zu Grundlagen der technischen Verbrennung II,
2167048,Combustion diagnositics,
2167541,Selected chapters of the combustion fundamentals,
2167523,Modeling of Thermodynamical Processes,
2166540,Model Reduction Methods for Modeling and Simulation of Reacting Flows,
2166534,Nachteilsausgleiche bitte fristgerecht an den Dozenten schicken.,
2170832,Energy and Process Technology II,
3166526,Technical Thermodynamics and Heat Transfer II,
3166033,Technical Thermodynamics and Heat Transfer II (Tutorial),
3166550,Fundamentals of Combustion II,
3166551,Fundamentals of Combustion II (Exercises),
3166530,Technical Thermodynamics and Heat Transfer II (Auditorium exercises),
2171487,Laboratory Exercise in Energy Technology,
2166505,Technical Thermodynamics and Heat Transfer I (Repeater),
3122512,Heat and Mass Transfer,
3122513,Heat and Mass Transfer (Excercises),
2166501,Mathematical Methods in Thermodynamics,
2166510,Chemically Reacting Flows II,
2166511,Chemically Reacting Flows II (Exercises),
2166512,Model Reduction Methods for Modeling and Simulation of Reacting Flows,
2166530,Research Colloquium for Students,
2166531,Review course for "Technical Thermodynamics and Heat Transfer II",
2166532,Review course for "Technical Thermodynamics and Heat Transfer II",
2166541,Training for Tutor Groups in "Technical Thermodynamics and Heat Transfer II",
2166542,Training for Tutor Groups in "Technical Thermodynamics and Heat Transfer II",
2154437,Hydrodynamic Stability: From Order to Chaos,
2154044,Scaling in fluid dynamics,
2154833,Seminar: Selected chapters of Thermal and Fluid Mechanics,
2170490,Combined Cycle Power Plants,
2170491,Simulator Exercises Combined Cycle Power Plants,
2170495,Hydrogen Technologies,
2153446,Energy Topology and Resilience,
2130910,CFD for Power Engineering,
2153451,Microscale Fluid Mechanics,
2130110,Applied fluid mechanics: scaling laws,
2130200,Introduction to Hydrogen Technologies,
2170477,Tutorial - Thermal Turbomachines II,
2170484,Exkursion (4 Tage) zu 'Thermische Turbomaschinen',
2170478,Turbo Jet Engines,
2170479,Exkursion (1tägig) zu Turbinen-Luftstrahl-Triebwerke,
2170481,Seminar: Turbomaschinen und Kraftwerkstechnik,
2170482,Pflichtseminar für Bachelorstudenten/-innen und Master-Studenten/-innen,
2170483,Fachberatung in Prüfungsangelegenheiten,
2170485,Anleitung zum selbständigen wissenschaftlichen Arbeiten (Diplomarbeiten,
2170553,Thermal Turbomachines II,
2171488,Workshop on computer-based flow measurement techniques,
2158107,Technical Acoustics,
2170450,Hydraulic Fluid Machinery I,
0180800,Höhere Mathematik II für die Fachrichtungen Maschinenbau,
0180900,Übungen zu 0180800 (Höhere Mathematik II für Mach/Geod/Matwerk/IngPaed),
0186000,Wahrscheinlichkeitstheorie und Statistik für die Fachrichtung Maschinenbau,
0186100,Übungen zu 0186000,
4040411,Wellen und Quantenphysik,
4040412,Übungen zu Wellen und Quantenphysik,
4040452,Übungen zu Moderne Physik für Informatiker,
0120010,Advanced Mathematics II,
0120020,Advanced Mathematics II (Problem Session),
2550040,Introduction to Operations Research I,
5012014,Science and Technology in 20th Century Wars,
0163900,Analysis 4,
0164000,Übungen zu 0163900 (Analysis 4),
0157100,Analysis for teacher students,
0157200,Übungen zu 0157100 (Analysis für Lehramt),
0153100,Einführung in Algebra und Zahlentheorie,
0153200,Übungen zu 0153100 (Einführung in Algebra und Zahlentheorie),
0155500,Übungen zu 0155400 (Optimierungstheorie),
0160200,Numerische Mathematik 2,
0160300,Übungen zu 0160200 (Numerische Mathematik 2),
0159600,Markovsche Ketten,
0159700,Übungen zu 0159600 (Markovsche Ketten),
0158400,Probability Theory,
0158500,Übungen zu Wahrscheinlichkeitstheorie 0158400,
0163300,Einführung in die Stochastik für das Lehramt,
0163400,Übungen zu 0163300 (Einführung in die Stochastik für das Lehramt),
0169000,Einführung in Python,
0163200,Mathematische Modelle und Anwendungen für das Lehramt,
0163210,Übungen zu 0163200 (Mathematische Modelle und Anwendungen für das Lehramt),
0162700,Modelliing and simulation with differential equations for the teaching post,
0162710,Tutorial to modelliing and simulation with differential equations for the teaching,
0163700,Spectral Theory,
0163710,Tutorial for 0163700 (Spectral Theory),
0157500,Boundary and Eigenvalue Problems,
0157510,Tutorial for 0157500 (Boundary and Eigenvalue Problems),
0165000,Einführung in das Wissenschaftliche Rechnen,
0165010,Praktikum zu Einführung in das Wissenschaftliche Rechnen (0165000),
0164400,Uncertainty Quantification,
0160510,Übungen zu 0160500 (Integralgleichungen),
0154000,Compressive Sensing,
0154010,Übungen zu 0154000 (Compressive Sensing),
0150310,Tutorial for Combinatorics (0150300),
0102900,Mathematische Methoden der Bildgebung Lecture (V),
0102910,Übungen zu 0102900 (mathematische Methoden der Bildgebung) Practice (Ü),
0161150,Sobolev Spaces,
0161160,Tutorial for 0161150 (Sobolev Spaces),
0156400,Harmonic Analysis,
0156410,Tutorial for 0156400 (Harmonic Analysis),
0154100,Geometric Numerical Integration,
0154200,Tutorial for 0154100 (Geometric Numerical Integration),
0173700,Functions of Matrices,
0173710,Tutorial for 0173700 (Functions of Matrices),
0178300,Mathematische Methoden der Signal- und Bildverarbeitung,
0178310,Übungen zu Mathematische Methoden der Signal- und Bildverarbeitung (0178300),
0183600,Numerical Analysis on Quantum Computers,
0183610,Tut. for Numerical Analysis on Quantum Computers (0183600),
0164410,Tutorial for 0164400 (Uncertainty quantification),
0159800,Galerkin methods for time-dependent PDEs,
0159810,Tutorial for 0159800 (Galerkin methods for time-dependent PDEs),
0153700,Optimierung und optimale Kontrolle bei Differentialgleichungen,
0153710,Übungen zu Optimierung und optimale Kontrolle bei Differentialgleichungen,
0163800,Bayesian Inverse Problems with Connections to Machine Learning,
0163810,Tutorial for 0163800 (Bayesian Inverse Problems with Connections to Machine,
0161400,Generalisierte Regressionsmodelle,
0161410,Übungen zu 0161400 (generalisierte Regressionsmodelle),
0161100,Time Series Analysis,
0161110,Tutorial for 0161100 (Time Series Analysis),
0165650,Statistical Learning,
0165660,Tutorial for 0165650 (Statistical Learning),
0159400,Continuous Time Finance,
0159410,Tutorial for 0159400 (Continuous Time Finance),
0154300,Stochastic Control,
0154310,Tutorial for 0154300 (Stochastic Control),
0152600,Stochastic Geometry,
0152610,Tutorial for 0152600 (Stochastic Geometry),
0157400,Algebraic Topology II,
0157410,Tutorial for 0157400 (Algebraic Topology II),
0100037,Riemannian Surfaces,
0100038,Tutorial for 0100037 (Riemannian Surfaces),
0174000,Proseminar (Analysis),
0171400,Proseminar (Analysis),
0172750,Proseminar (PS),
0171700,Proseminar (PS),
0173100,Proseminar (PS),
0179150,Proseminar (Stochastik),
0173000,Proseminar (PS),
0170900,Proseminar (Topologie),
0174600,Seminar (Statistik),
0174800,Seminar: Multivariate Extremwerttheorie,
0175500,Seminar (Learning of dynamical systems),
0173950,Seminar (Analysis),
0120700,Seminar (Analysis),
0171800,numerical simulation),
0176200,Seminar (Topology),
0172850,Seminar (Algebra und Zahlentheorie),
0175600,Seminar (Recent developments in extremal combinatorics),
0174750,Seminar (Differentialgeometrie),
0120750,Seminar (Topics in Geometry and Group Theory),
0177800,Seminar (Inverse Probleme),
0172900,Seminar (Numerische Optimierungsmethoden),
0172700,Seminar für Studierende des Lehramts (Grenzen der Mathematik),
0170800,Oberseminar Computational Science and Mathematical Methods,
0174100,AG Funktionalanalysis,
0177100,RG Topology,
0176100,AG Differentialgeometrie,
0176800,AG Discrete Mathematics,
0176500,AG Numerik,
0176550,AG Numerik von PDEs,
0176650,NuMaKa Seminar,
0174900,AG Mathematische Physik,
0176600,AG Geometrische Analysis,
0177950,AG Nichtlineare Partielle Differentialgleichungen,
0175900,AG Stochastik,
0175700,AG Stochastische Geometrie,
0175800,AG Algebraic and Geometric Topology,
0175850,AG Gruppen,
0175870,AG Geometrie,
0175890,AG Didaktik der Mathematik,
0176510,AG Inverse Probleme,
0100023,GGT Journal Seminar,
0177500,Karlsruher PDE-Seminar,
0177600,Kolloquium zur Didaktik der Mathematik,
0100008,Seminar (Statistik),
0152300,Einführung in die Fachdidaktik Mathematik,
0153800,Didaktik der Geometrie,
0153810,Übungen zu 0153800 (Didaktik der Geometrie),
0152200,Didaktik der Analysis,
0152250,Tutorial for 0152200,
0172200,Fachdidaktische Übungen (Schulkooperation),
0172300,Fachdidaktisches Seminar,
0172450,Fachdidaktische Übungen im Lehr-Lern-Labor Mathematik,
0180150,Übungen zu 0180100 (Höhere Mathematik II für Elektrotechnik und,
0130400,Höhere Mathematik III für die Fachrichtung Elektrotechnik und Informationstechnik,
0130500,Übungen zu 0130400 (Höhere Mathematik III für Elektrotechnik und,
0180500,Höhere Mathematik II für die Fachrichtung Physik,
0180600,Übungen zu 0180500 (Höhere Mathematik II für Physik),
0181500,Supplement to Advanced Mathematics 2 for the Course of Studies Civil Engineering:,
0183000,Mathematik 2 für die Fachrichtung Wirtschaftswissenschaft,
0183100,Übungen zu 0183000 (Mathematik 2 Wirtschaftswissenschaften),
0188110,Tutorial for 0188100 (Probability and Statistics),
0195840,Tutorium Wahrscheinlichkeitstheorie,
0195010,Tutorium Analysis 2,
0195050,Tutorien Lineare Algebra 2 für Informatik und Mathematik,
0195310,Tutorium zu Einführung in Algebra und Zahlentheorie,
0196020,Tutorium Numerische Mathematik 2,
0195960,Tutorium Markovsche Ketten,
0196330,Tutorium Stochastik Lehramt,
0198050,Tutorium HM II Physik,
0198010,Tutorium HM II ETIT und HM III ETIT,
0198080,Tutorium zu HM II für Maschinenbau,
0198100,Tutorium HM II für Chemieingenieurwesen,
0198770,Tutorium Mathematik II für Wirtschaftsinformatik und Digital Economics,
0198680,Tutorium HM II für Informatik,
0100001,Lernräume für Klausuren,
2501353,Tutorien zu Mathematik 2 für die Fachrichtung Wirtschaftswissenschaft,
0198200,Tutorium Mathematik II (für Naturwissenschaftler),
4010021,Klassische Experimentalphysik II (Elektrodynamik),
4010022,Übungen zu Klassische Experimentalphysik II,
4010121,Klassische Theoretische Physik II (Mechanik),
4010122,Übungen zur Klassischen Theoretischen Physik II,
2600014,Economics II: Macroeconomics,
4010041,Modern Experimental Physics I,
4010042,Übungen zu Moderne Experimentalphysik I,
4010061,Moderne Experimentalphysik III (Experimentelle Teilchen- und Astroteilchenphysik),
4010062,Übungen zu Moderne Experimentalphysik III (Experimentelle Teilchen- und,
4010071,Moderne Experimentaphysik III (Experimentelle Festkörperphysik),
4010072,Übungen zu Moderne Experimentaphysik III (Experimentelle Festkörperphysik),
4010141,Modern Theoretical Physics I,
4010142,Übungen zu Moderne Theoretische Physik I,
4010161,Moderne Theoretische Physik III (Einführung in die Theoretische Teilchenphysik),
4010162,Übungen zu Moderne Theoretische Physik III (Einführung in die Theoretische,
4010171,Moderne Theoretische Physik III (Einführung in die Theorie der Kondensierten,
4010172,Übungen zu Moderne Theoretische Physik III (Einführung in die Theorie der,
4010231,Computergestützte Datenauswertung,
4010232,Übungen zu Computergestützte Datenauswertung,
4010241,Einführung in die Computeralgebra,
4010242,Übungen zu Einführung in die Computeralgebra,
4011213,Praktikum Klassische Physik II (Kurs 1),
4011223,Praktikum Klassische Physik II (Kurs 2),
4011233,Praktikum Klassische Physik II (Kurs 3),
4011313,Praktikum Moderne Physik (Kurs 1),
4011323,Praktikum Moderne Physik (Kurs 2),
4012024,Experimentalphysikalisches Seminar I für Studierende im Bachelorstudiengang,
4012034,Experimentalphysikalisches Seminar II (für Studierende im M.Ed.),
4012141,Moderne Physik für Lehramtskandidaten,
4012142,Übungen zur Modernen Physik für Meteorologen,
4012145,Übungen zur Modernen Physik für Lehramtskandidaten und Ingenieurpädagogen,
4012313,Praktikum Klassische Physik II für Lehramtskandidaten,
4012323,Physikalisches Fortgeschrittenenpraktikum für Lehramtskandidaten,
4023901,Rechnergestütztes Arbeiten (Einführung),
4023902,Übungen zu Rechnergestütztes Arbeiten,
4013024,Advanced Seminar: Nanophotonics,
4013114,Quantum Technology,
4013124,Advanced Seminar: Quantum Optics,
4013214,Advanced Seminar: Accelerators and Detectors - Future Technologies for Research,
4013224,Advanced Seminar: Astroparticle Physics and Cosmology,
4013244,Advanced Seminar: Particle Physics beyond the Standard Model,
4013324,Advanced Seminar: Virtual Materials Design,
4013514,Advanced Seminar: Physics beyond the Standard Model,
4013814,Advanced Seminar: Neutrons and X-rays in Solid State Physics,
4013914,Hauptseminar für Lehramtskandidaten: Thermodynamik in der Schule - keine Angst,
4020121,Experimental Biophysics IIa,
4020125,Experimental Biophysics IIb,
4020122,Exercises to Experimental Biophysics II,
4020124,Seminar to Experimental Biophysics II,
4021111,Electronic Properties of Solids II,
4021112,Exercises to Electronic Properties of Solids II,
4021121,Surface Science,
4021122,Exercises to Surface Science,
4021131,Solid State Quantum Technologies,
4021132,Exercises to Solid State Quantum Technologies,
4021141,Spin Transport in Nanostructures,
4021142,Exercises to Spin Transport in Nanostructures,
4021151,Basics of Nanotechnology II,
4021161,Quantum Optics at the Nano Scale,
4021162,Exercises to Quantum Optics at the Nano Scale,
4021191,3DMM2O - Hands-on 3D laser micro printing (for beginners),
4022111,Astroparticle Physics II - Particles and Stars,
4022112,Exercises to Astroparticle Physics II - Particles and Stars,
4022131,Astroparticle Physics II - Gamma-Ray Astronomy and Neutrinos,
4022132,Exercises to Astroparticle Physics II - Gamma-Ray Astronomy and Neutrinos,
4022141,Modern Methods of Data Analysis,
4022142,Modern Methods of Data Analysis: PC-Lab,
4022161,Particle Physics II - W,
4022162,Exercises to Particle Physics II - W,
4022171,Particle Physics II - Top-Quarks and Jets at the LHC,
4022172,Exercises to Particle Physics II - Top-Quarks and Jets at the LHC,
4022201,Theoretical Cosmology,
4022202,Exercises to Theoretical Cosmology,
4022221,Plasmaphysics I,
4022222,Exercises to Plasmaphysics I,
4023111,Theoretical Optics,
4023112,Exercises to Theoretical Optics,
4023151,The ABC of DFT,
4023152,Exercises to The ABC of DFT,
4023161,Computational Condensed Matter Physics,
4023162,Exercises to Computational Condensed Matter Physics,
4023171,Theory of Magnetism,
4023172,Exercises to Theory of Magnetism,
4024111,Condensed Matter Theory II: Many-Body Theory,
4024112,Exercises to Condensed Matter Theory II,
4024181,Theory and Applications of Quantum Machines,
4024182,Exercises to Theory and Applications of Quantum Machines,
4024212,Exercises to Superconductivity,
4025011,Theoretical Particle Physics II,
4025012,Exercises to Theoretical Particle Physics II,
4025171,Quantum Computing for Fundamental Physics,
4025172,Exercises to Quantum Computing for Fundamental Physics,
4026171,Introduction to Flavour Physics,
4026172,Exercises to Introduction to Flavour Physics,
4026221,Physics Beyond the Standard Model,
4026222,Exercises to Physics Beyond the Standard Model,
4026241,Path Integrals in Quantum Mechanics and Quantum Field Theory,
4011353,Advanced lab course for Master students,
4030014,Seminar über spezielle Fragen zu Metamaterialien und 3D-Lithographie,
4030034,Seminar über Grundlagen und Anwendungen der Nanotechnologie,
4030074,Research Seminar on Optical Metasurfaces,
4030124,Seminar Optics and Photonics,
4031014,Gemeinsames Seminar PHI / IQMT über Physik der Kondensierten Materie,
4031024,Seminar on Quantum Circuits,
4031044,Seminar on Current Topics in Quantum- and Nanooptics,
4031054,Seminar on Current Topics in Quantum Nanoscience,
4031064,Seminar on Surface Sience,
4032014,Seminar über Teilchenphysik (KCETA),
4032015,Kolloquium über Teilchenphysik (KCETA),
4032024,Gemeinsames Seminar KIT - ETP / IAP über Elementarteilchen- und,
4032034,Research seminar: KATRIN data analysis,
4032054,Forschungsseminar AUGER,
4032064,Forschungsseminar Belle II dark matter,
4032074,Forschungsseminar Belle II flavor,
4032084,Forschungsseminar Maschinelles Lernen in der Hochenergiephysik,
4032094,Forschungsseminar CMS & Belle II - Computing,
4032104,Forschungsseminar CMS Standard Model Physik,
4032114,Forschungsseminar CMS Detektortechnologie,
4032124,Forschungsseminar BSM - Higgs-Physik,
4032134,Forschungsseminar Higgs,
4032144,Forschungsseminar "Theoretische Astroteilchenphysik",
4032154,Forschungsseminar ICECUBE,
4032164,Forschungsseminar: Direct dark matter search with xenon,
4032174,Research seminar: „Tritium Science and Technology“,
4032184,Studierendenseminar: Dunkle Materie und Neutrinos,
4032203,Blockpraktikum: Moderne Methoden der Spektroskopie - Anwendungen in der,
4032214,Forschungsseminar: AI based reconstruction and detector optimisation,
4032224,Forschungsseminar FCC Physik,
4033014,Seminar über Theoretische Festkörperphysik,
4034024,Seminar über laufende Arbeiten zur Theorie der stark korrelierten Systeme,
4035024,Seminar Flavour Physics beyond the Standard Model,
4035053,Praktikum über Anwendungen der Mikrorechner,
4036034,Seminar: Aktuelle Probleme in der Monte Carlo Entwicklung,
4036054,Solving open Problems of the Standard Model,
4036064,Precision phenomenology,
4036074,Effective Field Theories,
4036084,Gruppenseminar: Theoretische Kosmologie,
4037014,KIT- Electron Microscopy Seminar,
4037024,LEM ongoing research seminar,
4038014,Forschungsseminar: Neuartige Strahlungsquellen,
4038024,Forschungsseminar: FLUTE,
4038034,Forschungsseminar THz-Strahlung,
4038044,Seminar Synchrotronmethoden und Institutskolloquium IPS,
4038054,Forschungsseminar Scattering and Imaging in Life Sciences and Materials Research,
4038064,Forschungsseminar: Neuartige Beschleuniger,
4038994,Beschleunigerseminar und Institutskolloquium IBPT,
4039013,Praktikum zur Bedienung der Forschungsgeräte im Nanostructure Service,
4039014,Seminar über aktuelle Arbeiten,
4039024,nach Vereinbarung,
4039912,Seniorenseminar zur Physik,
4039985,Kolloquium über Theoretische Physik,
4039995,Physikalisches Kolloquium,
4040211,Physik I für Informatiker,
4040212,Übungen zur Physik I für Informatiker,
4040431,Wave and Quantum Physics,
4040432,Exercises to Wave and Quantum Physics,
4040451,Moderne Physik für Informatiker,
4040513,Physikalisches Praktikum für Masterstudierende der Chemie in der Studienvariante,
4040933,Physikalisches Fortgeschrittenenpraktikum für Studierende anderer Fachrichtungen,
4043022,Arbeitsgemeinschaften zur Experimentalphysik B für Ingenieurpädagogen,
4043123,Physikalisches Demonstrationspraktikum für Ingenieurpädagogen,
4044123,KSOP Optics & Photonics Lab II,
4047033,Lab Exercises for other Science Disciplines,
4051121,Theoretische Meteorologie II,
4051122,Übungen zu Theoretische Meteorologie II,
4051141,Einführung in die Synoptik,
4051151,Synoptik II,
4051152,Übungen zu Synoptik II,
4051161,Atmosphärische Chemie,
4051162,Übungen zu Atmosphärische Chemie,
4051171,Atmosphärische Zirkulation,
4051181,Numerische Methoden in der Meteorologie,
4051182,Übungen zu Numerische Methoden in der Meteorologie,
4051202,Seminar zur Wettervorhersage II,
4051224,Main Seminar,
4051253,Meteorological Practical Course 1 (Beginners),
4052000,Semester Opening Meteorology Master,
4052051,Advanced Numerical Weather Prediction,
4052052,Exercises to Advanced Numerical Weather Prediction,
4052103,Advanced Meteorological Practical Course,
4052151,Remote Sensing of Atmosphere and Ocean,
4052152,Exercises to Remote Sensing of Atmosphere and Ocean,
4052171,Methods of Data Analysis,
4052172,Exercises to Methods of Data Analysis,
4052191,Energy Meteorology,
4052214,Literaturseminar "Recent Developments in Weather and Climate Modelling",
4052263,Field Trip,
4052904,Seminar on Specialization Phase,
4053244,Seminar on Atmospheric Dynamics,
4053254,Seminar on Cloud Physics,
4053264,Seminar on Regional Climate and Weather Hazards,
4053274,Seminar on Mineral Dust,
4053454,Seminar on Tropospheric Research,
4053474,Seminar über atmosphärische Spurenstoffe und Fernerkundung,
4053484,Seminar on Aerosol Physics,
4053494,Seminar on Research Data management,
4053915,Karlsruher Meteorologisches Kolloquium,
4060021,Einführung in die Geophysik II,
4060022,Übungen zur Einführung in die Geophysik II,
4060201,In-Situ: Summer school on Physical Volcanology in the Eifel,
4060202,Exercises on In-Situ: Summer school on Physical Volcanology in the Eifel,
4060221,Theory of Seismic Waves,
4060222,Exercises to Theory of Seismic Waves,
4060231,Inversion and Tomography,
4060232,Exercises to Inversion and Tomography,
4060261,Seismic Modelling,
4060262,Exercises to Seismic Modelling,
4060274,Current Topics in Seismology and Hazard,
4060284,Seminar on Applied Geophysics,
4060294,Seminar Seismological Analysis,
4060304,Seminar on Earthquakes and Crustal Deformation,
4060312,Geophysikalische Geländeübungen,
4060321,Seismic Data Processing,
4060322,Exercises to Seismic Data Processing,
4060391,InSAR processing for earthquake source analysis,
4060392,Exercises to InSAR processing for earthquake source analysis,
4060403,In Situ: Das geowissenschaftliche Gemeinschaftsobservatorium bei Schiltach,
4060424,Nach Vereinbarung. Kontakt: Dr. Thomas Hertweck,
2610026,Introduction to Finance and Accounting,
2500025,Tutorial Introduction to Finance and Accounting,
2550137,Exercise to Global Optimization II,
2500069,Bachelor- und Masterkolloquium Unternehmensführung,
2571185,Digital Marketing,
2571186,Digital Marketing Exercise,
2571182,Seminar “The Future of Marketing” (Master),
2571187,Seminar Digital Marketing (Bachelor),
2579900,Management Accounting 1,
2579901,Tutorial Management Accounting 1 (Bachelor),
2579902,Tutorial Management Accounting 1 (Master),
2579906,Management Accounting - Research and Writing,
2573001,HR-Management 2: Organization,
2573002,Übung zu HR-Management 2: Organization,
2573003,Incentives in Organizations,
2573004,Übung zu Incentives in Organizations,
2573011,Seminar Human Resource Management (Bachelor),
2573012,Seminar Human Resource Management (Master),
2573010,Seminar Human Resources and Organizations (Bachelor),
2573013,Seminar Human Resources and Organizations (Master),
2573015,Topics in Human Resource Management,
2573016,Advanced Topics in Digital Management,
2577922,Workshop Business Wargaming - Analyse strategischer Interaktionen (Master),
2500054,Bachelor- und Masterkolloquium,
2500061,Special Topics in Transportation Strategy,
2540510,Master Seminar in Data Science and Machine Learning,
2540535,Advanced Machine Learning,
2540536,Exercise Advanced Machine Learning,
2540537,Intelligent Agents and Decision Theory,
2540538,Übung zu Intelligent Agents and Decision Theory,
2540541,Introduction to Neural Networks and Genetic Algorithms,
2540542,Übung Introduction to Neural Networks and Genetic Algorithms,
2540524,Bachelor Seminar in Data Science and Machine Learning,
2540529,Price Management,
2540530,Exercise Price Management,
2571150,Market Research,
2571151,Market Research Tutorial,
2571152,Managing the Marketing Mix,
2571153,Übung zu Marketing Mix (Bachelor),
2571180,Seminar in Marketing and Sales (Master),
2571156,Digital Marketing and Sales in B2B,
2571184,Online concepts for Karlsruhe city retailers,
2571176,Teamprojekt Wirtschaft und Technologie,
2500026,Collective Intelligence in Human Judgment and Decision Making,
2500119,Computational Modelling of Judgments,
2545010,Entrepreneurship Basics (Track 1),
2545002,Entrepreneurship Research,
2545021,Joint Entrepreneurship School China,
2545004,Startup Experience,
2545100,Innovation Management: Concepts,
2500018,Successful transformation through innovation,
2545109,Business Planning for Founders - Startup CFO,
2500165,Student2Startup (Edition HAFIS),
2545022,SIL - LaunchLab,
2530205,Financial Analysis,
2530206,Übungen zu Financial Analysis,
2530214,Advanced Corporate Finance,
2530215,Übungen zu Advanced Corporate Finance,
2530216,Financial Management,
2530217,Übung zu Financial Management,
2530293,Seminar in Finance (Bachelor,
2530371,Financial Data Science,
2530551,Übung zu Derivate,
2530556,Asset Pricing Exercices,
2530555,Asset Pricing,
2530576,Übung zu Investments,
2530570,International Finance,
2530583,Forschungsseminar Institut FBV,
2530584,Finance Frontiers,
2530580,Seminar in Finance (Master),
2530610,Seminar Financial Economics,
2500002,Jahresabschluss und Bewertung,
2500016,Advanced Machine Learning and Data Science,
2530601,Advanced Quantitative Finance (Exercice),
2581954,Production and Logistics Management,
2581955,Production and Logistics Managment,
2581961,Supply Chain Management with Advanced Planning Systems,
2581978,Seminar Produktionswirtschaft und Logistik III,
2581982,Seminar 'Ausgewählte Forschungsergebnisse',
2581965,Circular Economy - Challenges and Potentials,
2581959,Energy Policy,
2581001,Heat Economy,
2581003,Energy and Environment,
2581006,Efficient Energy Systems and Electric Mobility,
2581025,Simulation Game in Energy Economics,
2581979,Seminar Energiewirtschaft I,
2581981,Seminar Energiewirtschaft III,
2581030,Seminar Energiewirtschaft IV,
2581031,Seminar Energiewirtschaft V,
2581020,Energy Trading and Risk Management,
2581051,Behavioral Dimensions of Energy Transitions,
2581032,Seminar Energiewirtschaft VI,
2581980,Seminar Energiewirtschaft II,
2540468,Bachelor Seminar: Intelligent & Responsible Information Systems,
2540469,Master Seminar: Intelligent & Responsible Information Systems,
2540450,Information Systems 2,
2540466,Data Science for Business,
2540467,Exercise Data Science for Business,
2540451,Übung zu Wirtschaftsinformatik 2,
2540460,Platform & Market Engineering: Commerce,
2540461,Übungen zu Platform & Market Engineering: Commerce,
2540464,Energy Market Engineering,
2540465,Übung zu Energy Market Engineering,
2540478,Smart Grid Economics & Energy Markets,
2540475,Positive Information Systems,
2540473,Applied Responsible AI,
2540560,Foundations of Interactive Systems,
2540558,Designing Interactive Systems: Human-AI Interaction,
2540554,Practical Seminar: Human-Centered Systems,
2540555,Practical Seminar: Interactive Systems,
2540553,Biosignal-Adaptive Systems Seminar,
2540557,Human-Centered Systems Seminar: Research,
2500125,Human-Centered Systems Seminar: Engineering,
2595466,Digital Services: Foundations,
2595467,Exercise Digital Services: Foundations,
2595600,Service Design Thinking,
2540493,Data Science for Industrial Applications,
2595501,Artificial Intelligence in Service Systems - Generative AI Applications and,
2595469,Übung zu Digital Services: Innovation & Business Models,
2500015,(Gen)AI-based Automation in Organizations,
2500027,Practical Seminar: AI & Data Science,
2500007,Methods in Sustainable Information Systems Research Lecture (V),
2500020,Digital Democracy - Challenges and opportunities of the digital society,
2500073,Practical Seminar: AI-based Mental Healthcare,
2500071,Experimental Economics (Bachelor),
2500072,Exercises Experimental Economics (Bachelor),
2520016,Introduction to Econometrics,
2520017,Übungen zu Einführung in die Ökonometrie,
2521310,Advanced Topics in Econometrics,
2520357,Portfolio and Asset Liability Management,
